Gene Symbol	hsa:ENTREZ_GENE_ID
RSPO2	hsa:340419
CHD2	hsa:1106
USB1	hsa:79650
RILPL1	hsa:11066
GPNMB	hsa:10457
CEP57L1	hsa:285753
BICD1	hsa:636
ZNF12	hsa:7559
MYO10	hsa:4651
SLC4A4	hsa:8671
TTC37	hsa:9652
ARSB	hsa:411
FRMD4A	hsa:55691
ZBTB24	hsa:9841
LARP1B	hsa:55132
C14orf159	hsa:80017
TMEM239	hsa:100288797
MRAP	hsa:56246
ZNF24	hsa:7572
TXNDC9	hsa:10190
DCAF8	hsa:50717
SMPDL3B	hsa:27293
CNOT1	hsa:23019
SPTLC1	hsa:10558
ASH1L-AS1	hsa:645676
SETMAR	hsa:6419
XG	hsa:7499
ZHX1-C8orf76	hsa:100533106
MVB12B	hsa:89853
C12orf66	hsa:144577
EPHA8	hsa:2046
CCDC67	hsa:159989
TMEM136	hsa:219902
TMEM53	hsa:79639
DNAJA3	hsa:9093
GALNT18	hsa:374378
NOL9	hsa:79707
DDX51	hsa:317781
TUBGCP3	hsa:10426
SBDS	hsa:51119
SNAPC5	hsa:10302
ENTPD5	hsa:957
RBM33	hsa:155435
MIR31HG	hsa:554202
SPIN3	hsa:169981
TMTC4	hsa:84899
TMEM185A	hsa:84548
NBEAL1	hsa:65065
CDCP1	hsa:64866
ULK2	hsa:9706
SLC4A8	hsa:9498
SSH2	hsa:85464
C5orf58	hsa:133874
PARP11	hsa:57097
CCDC60	hsa:160777
HSD17B12	hsa:51144
NLGN4Y	hsa:22829
MSRB3	hsa:253827
ADIG	hsa:149685
CCSER2	hsa:54462
RUFY2	hsa:55680
WDR78	hsa:79819
SUGT1P3	hsa:283507
MAATS1	hsa:89876
SLC33A1	hsa:9197
CLDND1	hsa:56650
OGDH	hsa:4967
PHF21A	hsa:51317
GDAP2	hsa:54834
MCPH1	hsa:79648
WFDC8	hsa:90199
ZMYND11	hsa:10771
ZNF446	hsa:55663
TWIST2	hsa:117581
FAM53B	hsa:9679
GOLGA7	hsa:51125
SH3KBP1	hsa:30011
MBLAC1	hsa:255374
ZMYM3	hsa:9203
CD300LB	hsa:124599
C3orf33	hsa:285315
ATP5S	hsa:27109
FAM126B	hsa:285172
LYNX1	hsa:66004
SNX32	hsa:254122
TRIM73	hsa:375593
LOC554206	hsa:554206
C11orf53	hsa:341032
PLEKHS1	hsa:79949
TRMT44	hsa:152992
MANEA	hsa:79694
C5orf46	hsa:389336
IZUMO1	hsa:284359
SH3YL1	hsa:26751
PTPRO	hsa:5800
GRIK1-AS1	hsa:642976
ICA1L	hsa:130026
TMLHE	hsa:55217
MEI1	hsa:150365
ZCCHC13	hsa:389874
KCNS2	hsa:3788
ARHGEF10	hsa:9639
CCDC132	hsa:55610
MGC45922	hsa:284365
LOC101929497	hsa:101929497
BAALCOS	hsa:157556
CREBRF	hsa:153222
C1QTNF9	hsa:338872
KATNAL2	hsa:83473
CTNNA3	hsa:29119
ZADH2	hsa:284273
ITGAL	hsa:3683
COCH	hsa:1690
ARL17A	hsa:51326
C1orf210	hsa:149466
ZNF638	hsa:27332
STAG3L2	hsa:375593
HP1BP3	hsa:50809
CERS3	hsa:204219
PCNXL2	hsa:80003
DNAJC5B	hsa:85479
GPSM1	hsa:26086
FRYL	hsa:285527
KLHL29	hsa:114818
CKAP2	hsa:26586
MORN1	hsa:79906
CENPL	hsa:91687
ERAP2	hsa:64167
SSH1	hsa:54434
SART3	hsa:9733
FANCM	hsa:57697
TRMT2B	hsa:79979
C9orf43	hsa:257169
CCRN4L	hsa:25819
HAVCR2	hsa:84868
FLJ25758	hsa:497049
TRIM4	hsa:89122
FAM160B1	hsa:57700
HERC3	hsa:8916
UHRF1BP1L	hsa:23074
TTBK2	hsa:146057
CYP19A1	hsa:1588
WDR49	hsa:151790
NPAS4	hsa:266743
SVOPL	hsa:136306
LHFPL3-AS1	hsa:645591
HNMT	hsa:3176
MGC20647	hsa:91370
ITPKB	hsa:3707
LOC644852	hsa:644852
GABRA2	hsa:2555
EIF4G3	hsa:8672
SUPT6H	hsa:6830
RNF170	hsa:81790
PGLS	hsa:25796
TRMT61A	hsa:115708
LOC100101148	hsa:541473
RPS6KA5	hsa:9252
NFS1	hsa:9054
HDAC4	hsa:9759
DYNC2LI1	hsa:51626
DOCK2	hsa:1794
CANT1	hsa:124583
STXBP4	hsa:252983
LRRC18	hsa:474354
SLCO4A1-AS1	hsa:100127888
DNAJA4	hsa:55466
CYTH4	hsa:27128
FARP2	hsa:9855
COG3	hsa:83548
DRAXIN	hsa:374946
HELQ	hsa:113510
STAP1	hsa:26228
AQP12A	hsa:375318
GIN1	hsa:54826
GNB5	hsa:10681
CDKN2AIPNL	hsa:91368
XRCC6BP1	hsa:91419
DENND4A	hsa:10260
SIAE	hsa:54414
GINS4	hsa:84296
FCHSD2	hsa:9873
BTG4	hsa:54766
PPP2R5C	hsa:5527
CALHM1	hsa:255022
NT5C1B	hsa:93034
PKD1L2	hsa:114780
NR1H4	hsa:9971
PTPLA	hsa:9200
PDE1C	hsa:5137
TP73	hsa:7161
NEK11	hsa:79858
LINC00656	hsa:200261
TRAM2	hsa:9697
PADI2	hsa:11240
CST9	hsa:128822
VPS29	hsa:51699
ACTR2	hsa:10097
LOC653581	hsa:653581
AZIN2	hsa:113451
NELL1	hsa:4745
UEVLD	hsa:55293
LYG2	hsa:254773
TCTE3	hsa:6991
CLEC7A	hsa:64581
TK1	hsa:7083
WBSCR16	hsa:81554
CTNNB1	hsa:1499
SNX29P1	hsa:440352
OSGIN2	hsa:734
TAF5L	hsa:27097
APH1A	hsa:51107
SPOCK3	hsa:50859
GGNBP2	hsa:79893
ATF3	hsa:467
FBXO7	hsa:25793
FIP1L1	hsa:81608
NLGN2	hsa:57555
DMWD	hsa:1762
SMIM11	hsa:54065
ZNF146	hsa:7705
REG4	hsa:83998
KIAA1217	hsa:56243
KIAA0513	hsa:9764
WAPAL	hsa:23063
BEST1	hsa:7439
SLC35F6	hsa:54978
ZNF85	hsa:7639
JPX	hsa:554203
DNAJC14	hsa:85406
HILPDA	hsa:29923
HNRNPLL	hsa:92906
LINS	hsa:55180
CFHR3	hsa:10878
ST8SIA4	hsa:7903
DNAJB9	hsa:4189
CRTAP	hsa:10491
KRBOX4	hsa:55634
C16orf13	hsa:84326
FBF1	hsa:85302
ZBTB44	hsa:29068
ANKRD13C	hsa:81573
PHF20L1	hsa:51105
SRGAP1	hsa:57522
MOXD1	hsa:26002
C19orf47	hsa:126526
ZNF808	hsa:388558
HEATR3	hsa:55027
CARD8	hsa:22900
ARMC10	hsa:83787
EPB41	hsa:2035
SAR1B	hsa:51128
TMEM37	hsa:140738
GFOD1	hsa:54438
ATF6B	hsa:1388
CEP70	hsa:80321
SERPINC1	hsa:462
THADA	hsa:63892
MTHFSD	hsa:64779
RAD51B	hsa:5890
PPA2	hsa:27068
RGS7	hsa:6000
TSC22D4	hsa:81628
OSCAR	hsa:126014
NAALAD2	hsa:10003
PIK3AP1	hsa:118788
FAM188A	hsa:80013
GHITM	hsa:27069
WWC1	hsa:23286
ACSM5	hsa:54988
LINC00537	hsa:203274
GSTCD	hsa:79807
CD80	hsa:941
LOC283861	hsa:283861
CNNM2	hsa:54805
OLFM3	hsa:118427
VSTM2A	hsa:222008
TTC12	hsa:54970
C2	hsa:717
DPYD	hsa:1806
TMEM126B	hsa:55863
RHOF	hsa:54509
DNAH14	hsa:127602
GPRIN2	hsa:9721
SLC25A48	hsa:153328
SPAG9	hsa:9043
MBP	hsa:4155
APOBEC4	hsa:403314
FAM13C	hsa:220965
WDR20	hsa:91833
KIAA1430	hsa:57587
YIF1B	hsa:90522
SETD6	hsa:79918
ATP11B	hsa:23200
DCAF5	hsa:8816
GPR62	hsa:118442
PGM5	hsa:5239
SPPL3	hsa:121665
KCTD17	hsa:79734
DYNLRB1	hsa:83658
CELF2	hsa:10659
APBB1IP	hsa:54518
SUV39H2	hsa:79723
CYB5R3	hsa:1727
BPNT1	hsa:10380
ETV4	hsa:2118
PSMD10	hsa:5716
ZNF70	hsa:7621
MYO18B	hsa:84700
METTL20	hsa:254013
LRRC48	hsa:83450
RHOBTB2	hsa:23221
TTC30B	hsa:150737
LENG9	hsa:94059
PCAT4	hsa:118425
SLC1A6	hsa:6511
ARHGAP27	hsa:201176
SYMPK	hsa:8189
LIG3	hsa:3980
LMNA	hsa:4000
NKAIN2	hsa:154215
RBM8A	hsa:9939
MBTPS2	hsa:51360
CEP120	hsa:153241
CNKSR2	hsa:22866
TGOLN2	hsa:10618
LOC100287896	hsa:100287896
ANKMY1	hsa:51281
KIAA0226	hsa:9711
PTBP2	hsa:58155
SERPINB8	hsa:5271
AGFG2	hsa:3268
MBLAC2	hsa:153364
DGKE	hsa:8526
SIRPB1	hsa:10326
BCL6B	hsa:255877
ASCC1	hsa:51008
ZNF57	hsa:126295
EPHA7	hsa:2045
MYT1L	hsa:23040
PDS5B	hsa:23047
NPAS3	hsa:64067
CBFA2T2	hsa:9139
ZFYVE16	hsa:9765
PALM2	hsa:114299
TET3	hsa:200424
RNF32	hsa:140545
RGS11	hsa:8786
OSBPL1A	hsa:114876
DUOXA1	hsa:90527
MAST4	hsa:375449
RPRML	hsa:388394
C20orf26	hsa:26074
NEK4	hsa:6787
CNST	hsa:163882
C17orf47	hsa:284083
NUMA1	hsa:4926
NAIF1	hsa:203245
ZNF586	hsa:54807
LOC100130950	hsa:100130950
METTL8	hsa:79828
FAM151A	hsa:338094
GGA1	hsa:26088
SRRM2	hsa:23524
TTC26	hsa:79989
SYCE1	hsa:93426
SRGN	hsa:5552
CMTM4	hsa:146223
HNRNPDL	hsa:9987
LAPTM4B	hsa:55353
MGC50722	hsa:399693
CEMIP	hsa:57214
STAU2	hsa:27067
NLGN4X	hsa:57502
TACC1	hsa:6867
PACSIN2	hsa:11252
SLC23A2	hsa:9962
CCNY	hsa:219771
TYMS	hsa:7298
ADAMTS9	hsa:56999
L3MBTL4	hsa:91133
CDH7	hsa:1005
TBC1D16	hsa:125058
NALCN	hsa:259232
ATP8B3	hsa:148229
SCARA5	hsa:286133
OR2L13	hsa:284521
SPATA6L	hsa:55064
KCNMB1	hsa:3779
CALHM3	hsa:119395
GLYATL2	hsa:219970
RELL1	hsa:768211
LINC00593	hsa:414926
PDE4D	hsa:5144
NDUFA10	hsa:4705
TAF2	hsa:6873
TRPM3	hsa:80036
SLC6A11	hsa:6538
RABGAP1L	hsa:9910
ZNF655	hsa:79027
SLC9A1	hsa:6548
MCTP1	hsa:79772
LOC728175	hsa:728175
TRIM7	hsa:81786
ARHGAP29	hsa:9411
FBN2	hsa:2201
IPP	hsa:3652
FGF7	hsa:2252
PMS1	hsa:5378
RALGPS1	hsa:9649
2-Sep	hsa:4735
CLCNKB	hsa:1188
MTUS2	hsa:23281
INPP5A	hsa:3632
CD99L2	hsa:83692
SRCIN1	hsa:80725
HEATR2	hsa:54919
CLDN22	hsa:53842
UBE2DNL	hsa:100131816
LINC00301	hsa:283197
MAD2L1	hsa:4085
ZNF785	hsa:146540
WFIKKN2	hsa:124857
MINA	hsa:84864
ZFP42	hsa:132625
PHLDB2	hsa:90102
PHTF2	hsa:57157
MGC32805	hsa:153163
KLHL30-AS1	hsa:394261
ARHGEF2	hsa:9181
CNTN1	hsa:1272
CCDC82	hsa:79780
CASS4	hsa:57091
STKLD1	hsa:169436
PDE8B	hsa:8622
KANSL1L	hsa:151050
UBE3C	hsa:9690
FBLIM1	hsa:54751
DPP6	hsa:1804
SYT16	hsa:83851
SNED1	hsa:25992
RAB39A	hsa:54734
FNDC9	hsa:408263
TRIM72	hsa:493829
FBXO8	hsa:26269
SPIRE1	hsa:56907
ACP1	hsa:52
LOC389199	hsa:389199
PLA2G4C	hsa:8605
CLDN20	hsa:49861
UBE2O	hsa:63893
ASTN2	hsa:23245
DZANK1	hsa:55184
ITGA11	hsa:22801
AGBL3	hsa:340351
ZBED1	hsa:9189
ZNF585A	hsa:199704
ADCY7	hsa:113
PDGFRA	hsa:5156
STEAP3	hsa:55240
MCTP2	hsa:55784
RASSF5	hsa:83593
B3GNT5	hsa:84002
USP36	hsa:57602
CYP4A11	hsa:1579
CIDECP	hsa:152302
LOC280665	hsa:280665
MTHFD2L	hsa:441024
SLC12A1	hsa:6557
CCDC158	hsa:339965
ATP6V1B1	hsa:525
TOR1A	hsa:1861
VWA5B2	hsa:90113
KIAA1257	hsa:57501
CYP2U1	hsa:113612
PARK2	hsa:5071
ELMO2	hsa:63916
PTPN7	hsa:5778
CMAHP	hsa:8418
DOK5	hsa:55816
SDC3	hsa:9672
TMEM135	hsa:65084
PRR16	hsa:51334
PCNP	hsa:57092
WDR37	hsa:22884
HMGCLL1	hsa:54511
CSPP1	hsa:79848
MITF	hsa:4286
CAMKMT	hsa:79823
S100Z	hsa:170591
ABCD3	hsa:5825
DKFZP434K028	hsa:26070
ERCC8	hsa:1161
PRIM2	hsa:5558
MLXIP	hsa:22877
LOC101927746	hsa:101927746
TIA1	hsa:7072
LOC101927129	hsa:101927129
MS4A3	hsa:932
PCBD2	hsa:84105
FCER1G	hsa:2207
GAFA1	hsa:100131227
FRMD8	hsa:83786
MPHOSPH6	hsa:10200
HYDIN	hsa:54768
CCDC36	hsa:339834
PRKD3	hsa:23683
ABCC11	hsa:85320
ESYT3	hsa:83850
PLA2G4D	hsa:283748
PDE12	hsa:201626
JRK	hsa:8629
ABCC4	hsa:10257
C7orf63	hsa:79846
SCEL	hsa:8796
ZNF678	hsa:339500
ANKS6	hsa:203286
LINC00598	hsa:646982
SIK3	hsa:23387
FUT8	hsa:2530
ZSWIM2	hsa:151112
PSIP1	hsa:11168
RCBTB1	hsa:55213
EXOC3L1	hsa:283849
ACOT11	hsa:26027
LOC388882	hsa:388882
KLHL14	hsa:57565
VIL1	hsa:7429
LINC01234	hsa:100506465
ACAT1	hsa:38
LOC554174	hsa:554174
ACAN	hsa:176
NLRP12	hsa:91662
C21orf90	hsa:114043
LOC101928921	hsa:101928921
ZNF641	hsa:121274
C1orf110	hsa:339512
FGFR4	hsa:2264
FILIP1L	hsa:11259
PDILT	hsa:204474
OK/SW-CL.58	hsa:100131766
ZBTB26	hsa:57684
ACY3	hsa:91703
LINC00051	hsa:619434
LKAAEAR1	hsa:198437
ERICH1-AS1	hsa:619343
EQTN	hsa:54586
LINC00317	hsa:378828
HLA-DOB	hsa:3112
SNX19	hsa:399979
GOLGA3	hsa:2802
SLC9C2	hsa:284525
AREL1	hsa:9870
RASGRF1	hsa:5923
RAG1	hsa:5896
LOC285902	hsa:10793
PTGS2	hsa:5743
OK/SW-CL.36	hsa:100131077
MGC39545	hsa:403312
RBL1	hsa:5933
WDR66	hsa:144406
SYNJ2	hsa:8871
ZNF398	hsa:57541
IL16	hsa:3603
OR2C3	hsa:81472
CDHR1	hsa:92211
ARHGAP20	hsa:57569
SCARF1	hsa:8578
RGS12	hsa:6002
ADAM22	hsa:53616
TMEM26	hsa:219623
LOC101927705	hsa:8974
BRD3	hsa:8019
CLRN1	hsa:7401
IDH1	hsa:3417
EPB41L4A	hsa:64097
LINC00612	hsa:253128
NAGA	hsa:4668
TRPV5	hsa:56302
LHFPL5	hsa:222662
KLHL40	hsa:131377
CENPI	hsa:2491
C10orf53	hsa:282966
SYT9	hsa:143425
AVL9	hsa:23080
CCNG2	hsa:901
NDUFS4	hsa:4724
LPGAT1	hsa:9926
IKZF2	hsa:22807
GTPBP3	hsa:84705
USP32	hsa:9098
WNK1	hsa:65125
TLL1	hsa:7092
MGC40069	hsa:348035
KCNH5	hsa:27133
ARHGAP25	hsa:9938
ZNF843	hsa:283933
RPL13AP17	hsa:399670
LOC101928751	hsa:101928751
STAT5B	hsa:6777
PPM1F	hsa:9647
VASH2	hsa:79805
C6orf123	hsa:26238
STPG2	hsa:285555
PTGFR	hsa:5737
CACNB2	hsa:783
APLF	hsa:200558
MIER1	hsa:57708
CTDSPL2	hsa:51496
UVSSA	hsa:57654
SLC10A7	hsa:84068
KLHL3	hsa:26249
CCDC181	hsa:57821
ATP6V0A2	hsa:23545
SLC11A1	hsa:6556
ENTPD3	hsa:956
CD96	hsa:10225
GPR125	hsa:166647
ST6GAL2	hsa:84620
LINC01126	hsa:100129726
PAXBP1	hsa:94104
MOCS1	hsa:4337
PER3	hsa:8863
LOC101928787	hsa:101928787
FAM9A	hsa:171482
FGD6	hsa:55785
OTUD7B	hsa:56957
BCL2L2	hsa:599
ATF2	hsa:1386
FCHO2	hsa:115548
QKI	hsa:9444
MLLT6	hsa:4302
ARHGAP8	hsa:23779
KIF26B	hsa:55083
PGPEP1	hsa:54858
NAMPT	hsa:10135
CALN1	hsa:83698
ST3GAL3	hsa:6487
STX19	hsa:415117
PBLD	hsa:64081
PRKAA1	hsa:5562
IGHV7-81	hsa:28378
LOC100132686	hsa:100132686
TERF2	hsa:7014
MTUS2-AS1	hsa:100874107
TAT	hsa:6898
FHL5	hsa:9457
ZNF277	hsa:11179
FBXO36	hsa:130888
LINC00421	hsa:100287114
GOSR1	hsa:9527
RMND1	hsa:55005
RPRD1A	hsa:55197
SLC44A4	hsa:80736
LOC100287210	hsa:100287210
LOC439951	hsa:439951
DTWD1	hsa:56986
OR8B8	hsa:26493
HRH3	hsa:11255
LOC101060604	hsa:81893
UBE2W	hsa:55284
RGR	hsa:5995
AKR1E2	hsa:83592
LOC101927122	hsa:101927122
CCDC148-AS1	hsa:554201
C1orf43	hsa:25912
C1S	hsa:716
KCNIP2	hsa:30819
RHOJ	hsa:57381
IQCF3	hsa:401067
PGC	hsa:5225
PTH2	hsa:113091
GNG12	hsa:55970
C8orf59	hsa:401466
LOC554207	hsa:554207
RP1L1	hsa:94137
SCN1A	hsa:6323
RAPGEF6	hsa:51735
WNK3	hsa:65267
CPEB3	hsa:22849
OTOF	hsa:9381
COL25A1	hsa:84570
PPIP5K1	hsa:9677
EVC2	hsa:132884
ZAK	hsa:51776
MAGI1	hsa:9223
ASXL2	hsa:55252
GRID1	hsa:2894
ANO1	hsa:55107
WFS1	hsa:7466
TERT	hsa:7015
RSPH10B	hsa:222967
GALNTL6	hsa:442117
EPT1	hsa:85465
KLHL6	hsa:89857
SLC4A5	hsa:57835
CKAP5	hsa:9793
ARMC8	hsa:25852
ALS2	hsa:57679
CDKL1	hsa:8814
STRIP2	hsa:57464
VWA3B	hsa:200403
MED12L	hsa:116931
FOXJ2	hsa:55810
ECE2	hsa:9718
TTF2	hsa:8458
CARD14	hsa:79092
PAK6	hsa:56924
MCF2	hsa:4168
WDR19	hsa:57728
MAK	hsa:4117
KCNH7	hsa:90134
POLK	hsa:51426
HIF3A	hsa:64344
STAB1	hsa:23166
PP2672	hsa:100130249
ABCB9	hsa:23457
PTK7	hsa:5754
ZNF26	hsa:7574
ADAM9	hsa:8754
GCLC	hsa:2729
TPH2	hsa:121278
SLC30A5	hsa:64924
ITGA9	hsa:3680
ZNF317	hsa:57693
AQP10	hsa:89872
RAP1A	hsa:5906
UNC5C	hsa:8633
MEGF10	hsa:84466
SLC38A4	hsa:55089
PDXDC1	hsa:23042
TFAP2E	hsa:339488
ITGB2	hsa:3689
PPHLN1	hsa:51535
LRP1	hsa:4035
ETS1	hsa:2113
SCML4	hsa:256380
DDX53	hsa:168400
ENTPD4	hsa:9583
PIGQ	hsa:9091
DNAJC11	hsa:55735
LINC00663	hsa:284440
C11orf58	hsa:10944
NSAP11	hsa:100131275
BAGE	hsa:574
CAMTA1	hsa:23261
ABCB5	hsa:340273
TTL	hsa:150465
GRIK2	hsa:2898
OR4D2	hsa:124538
DBF4B	hsa:80174
FAM159A	hsa:348378
ADAMTS4	hsa:9507
POF1B	hsa:79983
LARP4	hsa:113251
B4GALNT1	hsa:2583
UBA1	hsa:7317
SNX25	hsa:83891
NOP9	hsa:161424
CARF	hsa:79800
PIGK	hsa:10026
AKAP12	hsa:9590
CXorf67	hsa:340602
MYO1D	hsa:4642
DUSP16	hsa:80824
LOC645261	hsa:645261
SOHLH2	hsa:54937
CDH19	hsa:28513
FGD3	hsa:89846
BAGE2	hsa:85317
BAGE2	hsa:58508
CCNL1	hsa:57018
ALOX15B	hsa:247
TAS1R1	hsa:80835
ASAH1	hsa:427
KLF7	hsa:8609
AP1S3	hsa:130340
OTUD5	hsa:55593
SYNCRIP	hsa:10492
TSTD2	hsa:158427
SLC39A14	hsa:23516
AFF4	hsa:27125
EARS2	hsa:124454
GTF3C3	hsa:9330
UBA6	hsa:55236
CCDC172	hsa:374355
PPP1R12B	hsa:4660
CA8	hsa:767
TRAPPC10	hsa:7109
GPR114	hsa:221188
AP5M1	hsa:55745
NAA16	hsa:79612
LITAF	hsa:9516
BRINP1	hsa:1620
SLC39A6	hsa:25800
TXNL4A	hsa:10907
PPP1R1C	hsa:151242
CHD6	hsa:84181
IFIH1	hsa:64135
MCOLN2	hsa:255231
CELF1	hsa:10658
NRP2	hsa:8828
CLASP2	hsa:23122
FMN2	hsa:56776
SORBS2	hsa:8470
TTLL3	hsa:26140
IREB2	hsa:3658
C17orf82	hsa:388407
FAM153A	hsa:202134
PRR5L	hsa:79899
ACTR3B	hsa:57180
PDZD3	hsa:79849
C19orf66	hsa:55337
BEST3	hsa:144453
CWC27	hsa:10283
CYP4B1	hsa:1580
IFNLR1	hsa:163702
SLC2A4RG	hsa:56731
RSRC1	hsa:51319
NPSA	hsa:266811
TMCC2	hsa:9911
TYR	hsa:7299
SLC25A41	hsa:284427
ZNF215	hsa:7762
PIAS2	hsa:9063
FAM189B	hsa:10712
GABRG3	hsa:2567
PTCH1	hsa:5727
DPY30	hsa:51072
FYCO1	hsa:79443
6-Sep	hsa:23157
COL9A1	hsa:1297
RNH1	hsa:6050
QRFPR	hsa:84109
BPIFB6	hsa:128859
ANTXR2	hsa:118429
SDS	hsa:10993
TGFB3	hsa:7043
AFAP1L1	hsa:134265
CLCC1	hsa:23155
KLK2	hsa:3817
POFUT2	hsa:23275
ZACN	hsa:353174
SERPINB5	hsa:5268
SLC22A7	hsa:10864
BPIFA4P	hsa:317716
BBS9	hsa:27241
TNK2	hsa:10188
USP25	hsa:29761
UGGT2	hsa:55757
ZCCHC7	hsa:84186
CFI	hsa:3426
TAPBP	hsa:6892
LMOD3	hsa:56203
GUSBP2	hsa:387036
IMMP2L	hsa:83943
CA6	hsa:765
KDELR1	hsa:10945
PTPRM	hsa:5797
LINC00824	hsa:101927774
TP63	hsa:8626
PDZRN3	hsa:23024
GATA1	hsa:2623
PIF1	hsa:80119
MBNL1	hsa:4154
SCRN3	hsa:79634
APOL4	hsa:80832
ELAVL3	hsa:1995
GDPD1	hsa:284161
CAPRIN2	hsa:65981
ZMAT3	hsa:64393
AGK	hsa:55750
MBD1	hsa:4152
G6PC	hsa:2538
ZAP70	hsa:7535
SUGT1P1	hsa:441394
SAE1	hsa:10055
PTGIR	hsa:5739
SLAMF1	hsa:6504
NARR	hsa:83871
PIK3IP1	hsa:113791
LILRA5	hsa:353514
SAMSN1	hsa:64092
RBM14	hsa:10432
DAOA	hsa:267012
GAFA2	hsa:100130322
Dbpht2	hsa:386753
KLHL17	hsa:339451
OR10A5	hsa:144124
OR10A4	hsa:283297
TREML1	hsa:340205
OR8D1	hsa:283159
PTPRS	hsa:5802
KRTAP2-3	hsa:85294
BLID	hsa:414899
GSX1	hsa:219409
SMC1A	hsa:8243
RTN4IP1	hsa:84816
SMOX	hsa:54498
OTUB2	hsa:78990
H6PD	hsa:9563
SLA2	hsa:84174
KLRC4-KLRK1	hsa:22914
KCNIP3	hsa:30818
KLK4	hsa:9622
CMTM3	hsa:123920
TNAP	hsa:445341
PNKD	hsa:25953
CXADR	hsa:1525
SCAMPER	hsa:286756
TAGLN	hsa:6876
RGS5	hsa:8490
GAFA3	hsa:100128236
MS4A4A	hsa:51338
CD209	hsa:30835
CFL1	hsa:1072
BAP1	hsa:8314
AGTRAP	hsa:57085
CMTM1	hsa:113540
ERVH-6	hsa:51581
LYZ	hsa:4069
CD79B	hsa:974
SF1	hsa:7536
GEMIN7	hsa:79760
STH	hsa:246744
ATN1	hsa:1822
C7orf34	hsa:135927
CDKN3	hsa:1033
RBM15	hsa:64783
MKL1	hsa:57591
TIMM10	hsa:26519
GNG4	hsa:2786
GNG2	hsa:54331
CDC25A	hsa:993
BPIFC	hsa:254240
ZAR1	hsa:326340
POSTN	hsa:10631
CD79A	hsa:973
RHEB	hsa:6009
PQLC2	hsa:54896
IRAK1	hsa:3654
XRN1	hsa:54464
LINC00520	hsa:645687
C11orf63	hsa:79864
TRIB3	hsa:57761
PHF23	hsa:79142
TMEM192	hsa:162967
CCDC116	hsa:164592
ZFP82	hsa:284406
ARPC5	hsa:10092
LOC400692	hsa:400692
FCRL5	hsa:83416
ZNF385B	hsa:151126
C11orf57	hsa:55216
MAP3K19	hsa:80122
MOG	hsa:4340
EXD2	hsa:55218
CRISPLD2	hsa:83716
ARHGDIB	hsa:397
RHOA	hsa:387
L3MBTL2	hsa:83746
THSD4	hsa:79875
SAMD14	hsa:201191
MKS1	hsa:54903
AKT1S1	hsa:84335
FAM138A	hsa:641702
PACS2	hsa:23241
BIRC5	hsa:332
ESYT2	hsa:57488
LRRC41	hsa:10489
KLF6	hsa:1316
IRGQ	hsa:126298
UCHL1	hsa:7345
POLR2B	hsa:5431
C3orf79	hsa:152118
CYTH2	hsa:9266
HNRNPM	hsa:4670
LOC284454	hsa:284454
RBM18	hsa:92400
SEPW1	hsa:6415
PSMB8-AS1	hsa:100507463
AKR1C1	hsa:1645
THUMPD3-AS1	hsa:440944
MICALL2	hsa:79778
PDHA1	hsa:5160
TOLLIP-AS1	hsa:255512
HEXDC	hsa:284004
LOC100507477	hsa:100507477
RNF207	hsa:388591
TTC28-AS1	hsa:284900
GLIDR	hsa:389741
RPS24	hsa:6229
ERVFRD-1	hsa:405754
LZTS2	hsa:84445
PSMD6	hsa:9861
PDSS2	hsa:57107
KB-431C1.4	hsa:101927221
LOC101928605	hsa:401428
PSMD5-AS1	hsa:253039
MTSS1L	hsa:92154
DNM2	hsa:1785
ADAM15	hsa:8751
ANKRD36C	hsa:400986
DCTN5	hsa:84516
ARMCX5	hsa:64860
FRY	hsa:10129
TCAIM	hsa:285343
AGAP2-AS1	hsa:100130776
FAM120A	hsa:23196
PTCD2	hsa:79810
ST7-AS1	hsa:93653
GON4L	hsa:54856
EXD3	hsa:54932
RPUSD3	hsa:285367
CBX3	hsa:11335
CASC10	hsa:399726
TSGA10	hsa:80705
KIAA2013	hsa:90231
HUNK	hsa:30811
VIM	hsa:7431
LOC101928001	hsa:101928001
MIR205	hsa:406988
CD55	hsa:1604
LOC101928717	hsa:6573
CRTAC1	hsa:55118
HINT1	hsa:3094
FBXO28	hsa:23219
MYL12A	hsa:10627
LOC100130417	hsa:100130417
ASB16-AS1	hsa:339201
C17orf64	hsa:124773
LINC00661	hsa:126536
DAAM1	hsa:23002
C22orf42	hsa:150297
CACNA1D	hsa:776
DIAPH3-AS1	hsa:100874195
EIF4A2	hsa:1974
IGFBP5	hsa:3488
ATP5H	hsa:10476
BTBD7	hsa:55727
LOC284939	hsa:23542
LOC101928817	hsa:101928817
CSNK1A1	hsa:1452
PEX13	hsa:5194
MESP2	hsa:145873
NBEAL2	hsa:23218
GPR180	hsa:160897
EME2	hsa:197342
LINC00893	hsa:100131434
SMTN	hsa:6525
LINC01138	hsa:388685
MTMR11	hsa:10903
ZNF207	hsa:7756
HHIP	hsa:64399
GPR173	hsa:54328
LINC01089	hsa:338799
TTN-AS1	hsa:100506866
LINC00599	hsa:157627
MAGEE1	hsa:57692
LOC100507564	hsa:100507564
RTN4	hsa:57142
DNAJC7	hsa:7266
SIK2	hsa:23235
NEUROD1	hsa:4760
SPEN	hsa:23013
